row_index,name,token,5m_change,1h_change,6h_change,5m_transactions,5m_volume,mcp,liquidity_sol,holders,open_time,top10_holders,dev_hold_%,dev_burnt,telegram,timestamp
242,End Federal Reserve,9So37icWcKmuMGFPPR36a82Q1E5gZJ6HFSz7Eynfpump,21.71%,43.78%,45.18%,8,8.7K,233.8K,124.83,118,2d,20.36%,0%,-,https://t.me/EFRonSOL,2024-11-16 05:45:15
243,Octopus Maximus,Cnu3nNbiMvHTWiaJLzxooxgX2XGhFqmxJSN4S8L1prQU,34.69%,245.5%,440.3%,54,11.2K,36.5K,42.22,98,24d,25.63%,0%,-,,2024-11-16 05:45:15
244,Stik Wif Dick,53Jfmcu31TbbJhhxuLsxSgThLfZWgm4eT2UBkpCxpump,22.17%,342.4%,342.4%,54,3.6K,27.4K,31.73,96,51min,30.36%,0%,-,,2024-11-16 05:45:15
245,Eyes and Ears,EEpohMv63zipzN8WFazWAz8B26MyETH7TeKitNrspump,50.68%,337.2%,337.2%,60,5.8K,27.2K,33.78,133,31min,24.29%,0%,-,,2024-11-16 05:45:15
246,Banana,4QcNzfpUrEjHi6sPNqTDrPPSQYueADmQmr9wThjEpump,97.65%,263.1%,263.1%,47,5.2K,22.9K,29.4,52,46min,28.17%,0%,-,,2024-11-16 05:45:15
247,The First Bitcoin Comic,8cajnqJtgmk6H59VtAnwXevTkx6AMXDtbhfhVyzcpump,91.97%,250.8%,195.2%,173,22K,34.1K,39.27,276,1d,21.19%,0%,-,,2024-11-16 05:45:15
248,Just a chill guy,Df6yfrKC8kZE3KNkrHERKzAetSxbrWeniQfyJY4Jpump,85.89%,104.1%,847%,131,100.7K,3.5M,493.9,1589,20h,18.78%,0%,-,,2024-11-16 05:45:15
249,arXiv,BD7mJGEhLDNeXt5fZPy2yJc1zAWbf6yV3pDpJ1D2pump,236.3%,515.6%,1225.6%,86,22.9K,82.3K,59.32,194,1h,28.75%,0%,-,,2024-11-16 05:45:15
250,Zerebro Token Of Transformation,AnGzGiQ6ddzdqWDuWy6vmibqDv8rsT2QKhcgDrwTpump,24.61%,58.22%,25.09%,51,38.4K,6M,939.95,3074,6d,19.13%,0%,-,,2024-11-16 05:45:15
251,Turbo Pump,H3q7qn5hnc6egwfQvtmnfLvGa3mS24c43FMHt2Umpump,263.8%,584.7%,580.7%,160,19.9K,41.7K,40.89,56,20h,26.86%,0%,-,https://t.me/TurboPumpNetwork,2024-11-16 05:45:15
252,CO,C978xsfYfJm32wa39ikuxBYaMUmEoGPSnvorhbRVpump,134.9%,3054.7%,3054.7%,821,191K,197.4K,109.06,628,10min,21.12%,1%,-,,2024-11-16 05:45:15
253,Chrystal,BgHqzJCeSREccnbHwfH5GvgxPTDaabYpvBhfeZRzpump,53.33%,498.6%,498.6%,64,4.6K,68.2K,70.45,129,30min,19.71%,0%,-,,2024-11-16 05:45:15
254,neoai16z,4PCGwnKPs2HbjGsAKg9Ayx4Dy9wPkySQCLFdSwSUpump,123.5%,459.3%,460.1%,81,9.5K,33.5K,33.9,139,1h,26.19%,0%,-,,2024-11-16 05:45:15
255,RUBY,mDshrPRV32j79trDVEQjdRsfZ1zdzjwh6eQK9e9pump,13.93%,42.06%,618.9%,285,129.9K,7.6M,889.27,4687,1d,17.56%,0%,-,https://t.me/RubyPortalOfficial,2024-11-16 05:45:15
256,Science Finanace,4k1P3xioSb7wHBvn1UpntdQTvgSg3zDDiKd8keLfpump,98.35%,476.7%,476.7%,51,13.3K,35.9K,41.82,72,32min,19.79%,0%,-,,2024-11-16 05:45:15
257,Optimism Mascot Blocky,BDHjfEMbDfmQTKnXpRWGiKL6TBV3PT6hKucaQVnUpump,23.98%,155.2%,254.6%,3,1.4K,22.3K,28.17,29,8h,35.4%,0%,-,https://t.me/+We-Bk-UVhR0wMDJl,2024-11-16 05:45:15
258,Turbo Cat,8yTLoMcjQVMiauwbeem2tttnN3Ygc3i3cV1h83Afpump,18.21%,1225.6%,1225.6%,280,26.5K,81.1K,60.43,290,30min,20.36%,0%,-,,2024-11-16 05:45:15
259,Take A Deep Breath,63TxqBP3ovkcH3wbasRCVDZduBS6P6zR2b4fHXrvpump,38.51%,218.8%,218.8%,60,5.8K,19.8K,23.38,91,5d,23.57%,0%,-,,2024-11-16 05:45:15
260,Doge Pound,3HGDQD1gYuP3YcmPkb8bUeJN33mqBwaHXcH33Tggpump,37.03%,831.4%,831.4%,952,131.1K,214.8K,123.22,792,30min,5.12%,0%,-,,2024-11-16 05:45:15
261,Save Our Lambo,CyYsb8pkAa6cV7ugt4pGqVRJtvfftTPHYgB8xcRdpump,19.03%,428%,428%,17,1.6K,32.2K,33.68,266,52min,31.75%,1.69%,-,https://t.me/saveourlambo,2024-11-16 05:45:15
262,Lion Shot By Police,GL2j8HU7MWX7j57eHiGMmqxvccpmuW538vyhBkz8pump,52.43%,126.3%,305%,22,2.7K,25.9K,30.26,153,1h,26.49%,0%,-,,2024-11-16 05:45:15
263,Polygon Mascot,BiVYnDXP853rVC38r17jGH6WtcsC5znyyivB6mrKpump,49.47%,38.85%,92.38%,38,31K,1.8M,432.85,2213,1d,15.75%,0%,-,,2024-11-16 05:45:15
264,boris,FNWaPmXfdjek1iAnM1exVRbnUoF6NaZ9L9EEn5y7pump,13.35%,274.9%,274.9%,251,2.7K,24K,26.61,69,35min,28.63%,0%,-,,2024-11-16 05:45:15
265,Beverage Girl,3sd2bYDVHRrszoMXd3G1Y3vsuLq7jhS2yhtuctU4pump,111.9%,206.9%,353.9%,72,7.2K,28.2K,28.26,85,7h,30.35%,4.04% Buy More,-,,2024-11-16 05:45:15
266,ERIS.EXE,99Afagv12r4Ac1WwYaTsweG7CkXETKQLveYDQJFcpump,24.5%,3295.3%,3295.3%,117,38K,266.8K,133.56,381,39min,22.31%,2.25%,-,https://t.me/ERISexe,2024-11-16 05:45:15
267,New Virus Discovered,mZwGX66ePE3yGWLJyEa2Fqwk1T8iYS9FniKycuwpump,97.89%,273.5%,486.5%,113,10.9K,36.8K,42.14,148,1h,19.12%,0%,-,,2024-11-16 05:45:15
268,How To Make Money,FMWRBWhr49k3JtPBhYT5mGXayvXJkpsuTaodzjTRpump,72.28%,249.4%,249.4%,20,5.4K,21.6K,24.67,40,48min,17.85%,0%,-,,2024-11-16 05:45:15
269,Super Heavy Booster,4DbTFE6ryQRyzzeRjmG6Gm2Jb3JVxXhnyB5yJFrgpump,7.68%,201.4%,201.4%,24,958.4,19.9K,23.92,80,32min,34.54%,10.36% Buy More,-,,2024-11-16 05:45:15
270,Kuromi,4HHeecDRA8rDkxjzyRn3QQwPEkxotZKKENJUFCsspump,125.7%,142%,198.7%,30,25.6K,593K,195.98,680,43d,20.36%,0%,-,https://t.me/KuromiC70,2024-11-16 05:45:15
271,squid,79bDGec7TbzeQZ9m87fK77r2SLAqodZY2fA2oWSqpump,24.86%,481.3%,481.3%,265,9.5K,35K,40.31,112,30min,24.27%,0%,-,,2024-11-16 05:45:15
272,Object-oriented ontology,DxqQrJEVQtKHV6xbb9Q9yBeDR7nS2UpS7gnCicA9pump,38.91%,52.42%,374.5%,17,2.4K,29.9K,26.69,103,3h,24.35%,0%,-,,2024-11-16 05:45:15
273,Grok Hat,HuGkr1VgUwiAWXU9ZuxMk223WRhrUq9cVZLZTkkgpump,61.26%,271.2%,271.2%,168,15.2K,24.5K,27.89,64,46min,25.14%,0%,-,,2024-11-16 05:45:15
274,PopGoat,39LHL1cX8TNakCADggdtMLeo8Cih7SvYYmC9mNr4pump,35.55%,193.2%,193.2%,169,6.5K,21.8K,25.81,107,128d,30.37%,0%,-,,2024-11-16 05:45:15
275,STOLEN AI,FtRw64wKQFB1baq5oQ4JtWvdQyGNVwBL152fQDhFpump,763.2%,1661.3%,1702.1%,138,55.2K,197.5K,53.56,226,14d,26.77%,0%,-,,2024-11-16 05:45:15
276,$ilence,C4KRyJUpZWMUKPRsmJcpnqAfzS8w3HiiF43r79apump,324.1%,2358.6%,2358.6%,141,23.4K,148.2K,52.76,276,17min,22.55%,0.82%,-,https://t.me/coinlaunchchannel,2024-11-16 05:45:15
277,PAMP,59vhj5aC37sA6xadhdkFk6P4WaYPKckKQVwCB9qMpump,85.8%,106.1%,88.17%,60,9.9K,143.1K,78.96,335,4d,22.52%,2.7% Sell Part,-,https://t.me/pamp_sol,2024-11-16 05:45:15
278,elizatest,BGaXkAFtAM5KvGQ8QsLLKd4598jCDFPyMsWZaRXdbgPf,731.6%,714.3%,1363.5%,233,55.5K,88K,79.01,143,1min,30.53%,0%,-,,2024-11-16 05:45:15
279,DUMBSHIT,5w5G4SUZWVHzCDDXNCT5Lqso3v8iagkiBTm4CMPapump,415.4%,415.4%,415.4%,116,41.2K,35.3K,29.21,13,14d,43.08%,0.36%,-,,2024-11-16 05:45:15
280,FOKA,5VqKojxgb8vNkr3MJ7HUWfAe24t2byqjQ3NQMfvxpump,24.86%,48.94%,49.29%,63,1.6K,24.8K,31.81,100,15h,26.58%,2.58%,-,https://t.me/FokaSol,2024-11-16 05:45:15
281,Cat Emotional,FasgvBVpsLUDSTapXVBKvGtfCMqTL1X2GTcdG8zQpump,7.31%,661.7%,661.7%,259,650.6,47.1K,53.67,224,47min,13.08%,0.14%,-,https://t.me/emocatemem,2024-11-16 05:45:15
282,toothy mctoothface,BeLAqe1Pp5Y4a78WJ2a1ahHzEjoAWKfByabk7Q7hpump,18.53%,18.03%,162%,3,1.1K,22.7K,23.49,47,17h,26.55%,2%,-,,2024-11-16 05:45:15
283,DNA DOG,HhyUWVP3YHF6BDHqoeDEmw81Qapz6ypbrB3N4sNrpump,28.66%,431.7%,431.7%,138,2K,32.9K,39.24,99,35min,25.87%,0%,-,,2024-11-16 05:45:15
284,dev is a chicken,H6sd6ymQK7USfCKjcRrYKFebJbNCAjx5zyqsjqeKpump,24.2%,300.4%,300.4%,14,2.2K,24.8K,30.33,48,32min,26.51%,3.46%,-,,2024-11-16 05:45:15
285,TRUMP PNUT,3WPoxse2SE9vkLjnPyvE6idC9qi9991ZX2FCX6oCpump,21.37%,7950.7%,7950.7%,618,146.1K,1.1M,252.11,2394,29min,9.61%,1%,-,https://t.me/tpnutsol,2024-11-16 05:45:15
286,Cat Pathogen,7V9Bz7HFVRWg4YHD9Esk7pnUAxLyjKoFfYTigUySpump,30.46%,235.5%,235.5%,111,3.3K,20.9K,25.63,74,119d,30.02%,0%,-,https://t.me/catpathogen,2024-11-16 05:45:15
287,Solana Trading Disease,74H45ncVVyC3X1SVagsrny3cuQ4CZF2jQ25zKt38pump,23.73%,578.4%,578.4%,41,13.7K,42K,43.47,128,48min,24.17%,0%,-,,2024-11-16 05:45:15
288,Hasbulla's Chicken,78Lw55CHo3UKxznxuWotAkWrviEDhcFaMga9QxRtpump,20.65%,7600.4%,7600.4%,399,111.6K,486.2K,180.5,1157,37min,19.62%,0%,-,,2024-11-16 05:45:15
289,Cootie Patootie,6PhM7cwfRYVnrvXgUi1jSsSMFskskdw4Wen3BmK5pump,41.76%,439.8%,439.8%,823,9.4K,33.6K,35.79,94,36min,30.68%,0.75% Buy More,-,,2024-11-16 05:45:15
290,blob,92kxUXDsBQLy5ptGxtmH9CDYd5E6ZQynzf2eFPiUpump,17.89%,48.8%,14.08%,78,39.2K,4.3M,732.07,1804,11d,16.35%,0%,-,https://t.me/justablob,2024-11-16 05:45:15
291,get money,Ag29cZNzJYDE8cSw6EkunT6v4dLJUZPaHVjwkqiTpump,14.08%,139.2%,243.2%,190,1.7K,21.2K,25.2,102,1h,25.31%,0%,-,,2024-11-16 05:45:15
292,Popfred,AjBpGfws2uKvHPq6py5Ts2wxioUD4tMPeg786miepump,9.74%,337.8%,337.8%,439,2.4K,27.7K,36.75,75,30min,26.6%,5.44%,-,,2024-11-16 05:45:15
293,GLP-1,741t2jpsH4SsG64wTdKYyNMDw8Qd5sxJB6H9t8HSpump,433.8%,25.45%,1070%,52,21.7K,72.4K,49,93,1h,42.76%,3.46%,-,https://t.me/pump_science,2024-11-16 05:45:15
294,The Hammer of Justice,FW7zAA79CWGV4BRxnmrCZJHm9xyoEzqbgtEaPFRbpump,61.34%,518.8%,453.4%,139,20.2K,44.3K,37.27,149,2h,26.25%,0%,-,,2024-11-16 05:45:15
295,☣️,Gh459dpnnerhJKS6hauiWo5WfoyRXj8Q15m1ENeupump,31.66%,2847.5%,2847.5%,473,125.3K,194.4K,132.08,847,32min,19.12%,2.46% Buy More,-,https://t.me/biohazardtoken,2024-11-16 05:45:15
296,Fertility Acceleration,DcRY3VGh5cpLmcRGBFwAm7EHkiK124gACoJhrGYApump,10.4%,291.2%,291.2%,24,2.8K,23.8K,26.63,61,48min,23.51%,0%,-,,2024-11-16 05:45:15
297,spinning cat,VaxZxmFXV8tmsd72hUn22ex6GFzZ5uq9DVJ5wA5pump,11.21%,11.42%,26.42%,13,4.4K,1.7M,507.02,1254,46d,20.29%,0%,-,https://t.me/OIIAOIIACTO,2024-11-16 05:45:15
298,Misha The First Bear,3oULKmh2e5yP2SJ3hzqavAcYRMMktcp91VM14RwSpump,26.73%,26.73%,26.73%,4,1.9K,23.7K,29.01,24,41d,32.44%,0%,-,https://t.me/FirstBearSol,2024-11-16 05:45:15
299,CyberNut,B3uYfpXdatPGQWya8N6er52nncKiKzHyB2j1kTJZpump,28.7%,362.3%,362.3%,33,3.7K,31.1K,37.72,122,30min,29.56%,2.8% Sell Part,-,"http://t.me/CyberNutCoin, https://t.me/CyberNutCoin",2024-11-16 05:45:15
300,Happy Dog,9sEWuEmj9BVNvN47HiMDzsSQT68THdjSe2wwemJkpump,71.57%,647.9%,647.9%,291,13K,48.7K,54.91,155,30min,25.31%,0%,-,,2024-11-16 05:45:15
301,Science Finance,5UpMDmSLiafvuaR81rJxg1GUSvfdSQRidc3ikiGxpump,7.57%,314.5%,314.5%,28,5K,25.7K,27.91,58,33min,22.29%,0%,-,,2024-11-16 05:45:15
302,Strategic Of Liberty,7T8SiQURVQAaoAae7jJTsi15XnBggxMRdoRtdVQYpump,68.94%,53.85%,182.5%,23,8.7K,29.9K,33.47,69,1h,23.73%,0%,-,https://t.me/Strategic_Of_Liberty,2024-11-16 05:45:15
303,Tlacuache,DqLNJpnRE3cJaC1efrvKhFQ39yQDHt33MoQkZetdpump,7.95%,7.95%,4.55%,4,640.2,35.9K,42,107,10d,14.57%,3.77% Buy More,-,,2024-11-16 05:45:15
304,🧪,9uP5FY8EGVWnekuBDWtqpZ36BAATb64Z7eDnsCpTpump,147.5%,255.6%,295.2%,128,14.6K,24.7K,27.07,88,1h,22.6%,0%,-,,2024-11-16 05:45:15
305,DataDog,Fo3gaXAptP3UGTQLRERSLWf8Bw8VQ7WuBf2qQq6upump,31.81%,290.1%,290.1%,502,3.9K,23.5K,28.55,42,40min,26.17%,3.58% Sell Part,-,https://t.me/ddogsolanaportal,2024-11-16 05:45:15
306,Metformin,GYiJ1DZBwxxD2Q2BVbLzVTUvQnYS9HVaBw9NMpF8pump,86.03%,198.7%,224.7%,37,4K,26.7K,27.73,47,2d,29.38%,0%,-,,2024-11-16 05:45:15
307,Pommy Poo,3UtqRd9PjtxKxbdmYrJEB2519bkg9Fb4GN2agFA5pump,22.04%,145.5%,145.5%,25,1.3K,19.7K,23.92,104,48min,28.45%,3.05% Sell Part,-,https://t.me/PommyPooSol,2024-11-16 05:45:15
308,art,5YRJ4tPme3iHLL9SNhzv28SxKp6cEMLVP7RGSV89dBu9,69.12%,361.9%,361.9%,51,6.5K,30.7K,30.73,131,30min,24.2%,0%,-,,2024-11-16 05:45:15
309,Snake wif Hat,5EdKas4QsHaa71QS1X98wiCTgJCCVMjw5GhY5QMKpump,22.94%,24.3%,29.12%,21,7.7K,863.8K,245.92,1009,2d,24.17%,2.27% Sell Part,-,https://t.me/snake_wif_hat,2024-11-16 05:45:15
310,I have an idea...,8XzrY5yof6aiNXFBgoD2zYjvh5edfmPnL6AoL6LZpump,76.13%,292.8%,292.8%,76,7.2K,25.3K,27.57,71,37min,23.76%,0%,-,https://t.me/Ihaveanideasol,2024-11-16 05:45:15
311,Meet Foxtrot,2ftuDHDX6zw6oXwpfNMzicKcVNuy6meja2f5LZikpump,24.5%,292%,292%,75,4.9K,24K,28.35,74,13d,29.36%,0%,-,,2024-11-16 05:45:15
312,Santa Claus,7TuucVyvfwhpNLCp46R6GXEG4C8aTuy1oFbd76Qqpump,13.68%,39.16%,71.16%,5,1.3K,37.5K,44.52,229,39d,25.7%,0%,-,,2024-11-16 05:45:15
313,VIBEPOSSUM,7fRxkr9icSTf3CP3WpfQ2k6YTevtFsRSb5CeGnY9pump,61.5%,65.13%,209.3%,50,3.7K,20.5K,23.78,50,1h,27.66%,0%,-,,2024-11-16 05:45:15
314,PhDegens,8qxWfA4twPEDuztDfYhXsaTWgwXjpBnE6tgnHU7Xpump,200%,193.3%,260.9%,76,8.7K,22.1K,26.68,51,1h,26.72%,1.59%,-,,2024-11-16 05:45:15
315,Ramen Cat,7ohY4yz4Ppbm38DH4DWGtYhi1xH4FE5tnuFE5fDypump,12.75%,17.12%,273%,62,6.6K,24K,28.48,152,1h,26.39%,0%,-,,2024-11-16 05:45:15
316,Meerk,FYMUfxSyEn7uzYU8zDQvJtC2pa1Nw5qxEzyLMFuPpump,50.04%,149.7%,149.7%,270,4.1K,23.1K,27.43,120,46min,25.1%,1.07% Buy More,-,,2024-11-16 05:45:15
317,pentagon,6MYvMLBAP34DHMJPf2iP8M9NVHb3SZH6qcKjgvpXpump,38.19%,244.5%,288.9%,23,2.9K,23.6K,26.63,86,1h,26.33%,0.28% Buy More,-,,2024-11-16 05:45:15
318,CATBAT,mo7mapMrCsyci5w1td1wgrKPtNeCfjfkKi96DknWi5N,11.63%,29.65%,38.46%,9,2.5K,429.5K,174.6,391,15d,31.6%,0%,-,https://t.me/catbatcoin,2024-11-16 05:45:15
319,John McAIfee,86QASyebqezuPdbbkWyYMK5jmTAL1td1SuqobeKEpump,37.18%,86.16%,136%,140,116.2K,8.4M,763.36,3259,2d,14.92%,1.58%,-,https://t.me/JohnMcAifee,2024-11-16 05:45:15
320,For Fucks Sake I should've aped,GPdBB2iGHnRTX2RcpQsvn5942tK3F66UQiw1nqK7pump,43.98%,251.7%,729%,55,5.9K,51.2K,53.61,191,3h,24.97%,0.9% Buy More,-,,2024-11-16 05:45:15
321,Testosterone | C19H28O2,3k9KhPWADvB1DjDdWdxEj98WNQb9iHhWhFQk1ssDpump,286.3%,768.1%,768.1%,286,28.7K,55.2K,48.09,62,30min,29.79%,0%,-,,2024-11-16 05:45:15
322,Pump.Fun Intern,At38ui1jNTWgEA6g7ZngF2spzVMPDBGLYhybMCXMpump,9.92%,220.5%,220.5%,9,596,19.7K,24.41,52,42min,26.33%,1.76%,-,,2024-11-16 05:45:15
323,1,53B2r5rdy4LgrEtq9c4BhrY6DTySwUYcb37YFKjkpump,148.9%,343.8%,382.2%,94,9.3K,29.2K,31.88,61,1h,31.39%,0%,-,,2024-11-16 05:45:15
324,This Is Fine..Nance,FeXAa7sNUhHEJrbHCxc5VzdsKhus85gHwKLqQSLbpump,8.8%,17.23%,40.3%,62,1.2K,33K,38.75,230,76d,35.63%,5.12% Buy More,-,https://t.me/TIFCRYPTO,2024-11-16 05:45:15
325,the huzz,D1khZH8Kz255iw8VLiACCPiYgC4XdnAFD3sYsusupump,14.42%,53.67%,125.9%,36,5.2K,324K,166.01,394,45d,24.04%,0%,-,,2024-11-16 05:45:15
326,killer dog,AXSZqDEKhTWkkPknFHepHM1XwpoDSXuvJbCLp1F4pump,35.63%,28.66%,269.5%,51,6.4K,23.1K,24.3,104,1h,22.94%,0%,-,,2024-11-16 05:45:15
327,45/47,A3SPUygYF9F84ADm6fGMCn9HME4RbaAP1Tp2rt3Tpump,109.6%,36.3%,5264.1%,64,22.4K,355.9K,138.8,730,1h,22.69%,0%,-,,2024-11-16 05:45:15
328,Zerebro Is,EWTMg9QvhSkYZntZiRKafGbbsUZs3i3UP78H59qVpump,13.07%,559%,559%,153,7.9K,42.5K,34.42,126,34min,27.27%,0%,-,,2024-11-16 05:45:15
329,Bittensor,G1fogMnrsqNfmP8ar3WxY2XvtUFXSf18nfYMUkCmpump,48.08%,118.1%,246.9%,16,2.3K,21K,24.84,44,1h,39.91%,17.36% Buy More,-,https://t.me/+PudRGYkWZANmNDY5,2024-11-16 05:45:15
330,Eastern Gray Squirrel,FUkZMiVRrdfg2hHt2xcDoHwk6zgfMmNRbjD4k4y9pump,717.9%,2682.8%,2566.5%,233,58.3K,316.3K,102.42,403,2d,30.47%,0%,-,https://t.me/Easternsquirrel,2024-11-16 05:45:15
331,Psychotic Cats,91Qbw3xCihmJyBgsY8iMrmkFTACGhEtdWpxoooE7pump,27.73%,27.73%,22.83%,7,2.4K,55.7K,50.61,55,15d,39.07%,5%,-,https://t.me/PsychoticCats,2024-11-16 05:45:15
332,Animal Dance,85Y6dqggrq1Pj4aj7S3sCqrYygTWyGrswxni3tERpump,6.3%,143.7%,147.3%,15,1.9K,34.3K,41.49,116,7h,26.61%,0%,-,,2024-11-16 05:45:15
333,TANK,GioFswbGa5DVuqDw5XLM7zKNm7drR1TBSXkkUwt6pump,37.06%,198.8%,198.8%,157,2.3K,19.3K,23.36,53,32min,24.39%,0%,-,,2024-11-16 05:45:15
334,President Hasbulla,HwcUGY6UpCbmFooV6mRp8yi2x6hYNNCopgsSVf5Jpump,30.23%,233.3%,362.7%,370,3.4K,28.8K,34.76,145,2h,21.47%,0%,-,,2024-11-16 05:45:15
335,TRUMPE,GH6paD15xwU2C5tHMNn7SVpTyt6x7iqrADJkBHxAMJpJ,18.89%,246.9%,246.9%,3,718.7,22.8K,27.9,39,,38.49%,8.48%,-,,2024-11-16 05:45:15
336,Hasbulla’s Cat Barsik,J6GZU4yLJUPoCciYVFYtvUqVkossnbs2Uy7Ngwb5pump,143.5%,257.4%,257.4%,311,11.1K,23K,27.07,23,144d,29.22%,0%,-,,2024-11-16 05:45:15
337,4-(2-Aminoethyl,5X742twtV5sf8ZnSWSZ3WhxHgR9wmVeQmvzpnK7Gpump,125.5%,5358%,5358%,537,136.7K,337.8K,126.58,934,31min,20.21%,0%,-,,2024-11-16 05:45:15
338,Whackd,GSjgSTYChZr6JvKKKQEMhZHZBfe1iMfuEyh4Xk2Fpump,15.1%,16.34%,30.14%,5,1.5K,53.3K,52.66,102,36d,23.24%,0%,-,,2024-11-16 05:45:15
339,Inflatable Buttplug,5i6piokrXbNKxgzY17WAgoJhoEGYVULGQ2zgekyXpump,51.2%,60.38%,3760%,58,26.8K,261.2K,116.39,321,1h,30.49%,3.08%,-,,2024-11-16 05:45:15
340,The District Dog of the week,9LeFZ2N7AMvSwQNgCn1d81WG8cjQshnvV4Ywccz4pump,15.52%,224.9%,224.9%,78,4.3K,21K,27.56,54,33min,29.38%,0%,-,,2024-11-16 05:45:15
341,Awwtistic,6GVeCdCNVKpvypkig3m7FRbykSENZdd1cEBm1rqDpump,2.94%,33.44%,70.42%,56,12K,401K,187.98,948,1d,18.93%,0%,-,https://t.me/awwtistic,2024-11-16 05:45:15
342,breakingcat 🧪,55ybhFx2oPQ7NbwFYLZnHWBA4KvHnT8iftrjPbiPpump,28.06%,77.37%,73.03%,56,29.9K,495.3K,185.69,1011,3d,24.05%,0%,-,https://t.me/breakingcatonsol,2024-11-16 05:45:15
343,Hasbulla Cat Palito,4cfcNbeQV8hUCavoy1HJqDYXLd1qePGqS3UNoRwTpump,280.1%,334.7%,334.7%,103,27.6K,27.1K,28.6,30,2d,37.04%,0%,-,,2024-11-16 05:45:15
344,TOP HAT,AxGAbdFtdbj2oNXa4dKqFvwHzgFtW9mFHWmd7vQfpump,32.6%,56.84%,6.72%,37,42.5K,10.7M,984.53,1176,16d,20.38%,0%,-,https://t.me/tophatwizards,2024-11-16 05:45:15
345,Inversebrah AI,EnnQc7f6KVpCeu5fay5rMNdnFeQ6e65vokax23W7NhGV,28.88%,79.04%,6254.1%,67,10.8K,393.8K,156.84,708,1h,25.08%,2.5%,-,,2024-11-16 05:45:15
346,Hasbulla's Dog,GyH4awsxVU3uD7hPYrC4vn3urK3rDaHiDByRtPnSpump,169.3%,407.1%,407.1%,109,13.7K,32.9K,30.35,118,2d,29.89%,0%,-,,2024-11-16 05:45:15
347,Trump Shuffle,DueNdyyx5a1ZMeaZr5kSSK3BjM5ADnDmhnD8ya4R8pGE,4.51%,26.97%,1091.2%,2630,29.6K,259.4K,134.13,401,1h,11.79%,1%,-,https://t.me/TrumpShuffle,2024-11-16 05:45:15
348,Gort,mkYb2mmuEov1dPDYLgwTrqruThqrNgkmmt32nZXpump,299.1%,2368.1%,2368.1%,191,63K,156.6K,55.64,239,37min,29.62%,0%,-,,2024-11-16 05:45:15
349,The Grind,7kGndi91Ydy11eMWKRyJzxLtn1cgnvMVFr9btSUvpump,58.07%,2589.1%,2589.1%,679,93.1K,168.2K,87.84,527,7min,21.19%,0%,-,https://t.me/thegrindsol,2024-11-16 05:45:15
350,milk,6UnrM3ERSLkoAJFPBwrjVx2bvug7HXB2gaNK1EwUpump,22.62%,71.51%,238.7%,18,1.9K,21.1K,25.22,147,2h,26.74%,0%,-,,2024-11-16 05:45:15
351,Alon of Pump,7Q4XSBb1Nyvz6ShD4e98mt7DuDRSu3HvwDrm6fDEJegc,154.8%,154.8%,154.8%,13,2.7K,11.3K,21.38,108,161d,34.51%,0%,-,,2024-11-16 05:45:15
352,Hasbullas Horse,6zdjmxksWirfpuXAmoLRp1yr524VjsEbPC2wf1p4pump,146.4%,835.7%,835.7%,162,21.8K,58.4K,54.8,159,30min,24.82%,0%,-,,2024-11-16 05:45:15
353,XRP2.0,SQfhM6DQTfUHKNFqQoQPst4851A1UmPGQsQzDEwpump,8.36%,883.6%,883.6%,18,1K,65.4K,67.91,114,32min,37.07%,9.75%,-,,2024-11-16 05:45:15
354,YAPYBARA,9SaQVv5Xc5Ty5iVqkGX4P4AzogZ14Zn8caw8GtJMpump,14.18%,341.8%,341.8%,33,1.9K,27.6K,33.41,142,31min,24.25%,3.46%,-,https://t.me/yapybaraonsol,2024-11-16 05:45:15
355,No Short Only Long,FekqNhQhe5wBkzdpEHFgjEgsRbfiNyMifCXgoC2Tpump,7.65%,505.6%,505.6%,16,714.1,37.4K,44.3,73,31min,22.03%,2.45%,-,https://t.me/nsolsol,2024-11-16 05:45:15
356,HARP AI Agent,26JsRvy1Zeuk99Et7PV3qxGtjLhYUK7FRPghHNJppump,211%,4127.4%,4127.4%,212,47.8K,256.3K,81.77,387,51min,25.66%,0%,-,https://t.me/HAAARRPP,2024-11-16 05:45:15
357,Tino The Piano,GL8DLZ19PdJNSfcZDqhsqyLxFRDcDq2PuGwQeocJpump,9.61%,5.82%,283.6%,134,1.5K,23.5K,28.84,71,2h,25.78%,0%,-,,2024-11-16 05:45:15
358,matt levAIne,55si56A7basZmTovy8zmLkDR9DfaD32GEe6YkvCQpump,342%,342%,330.6%,25,50.7K,85.8K,23.6,42,2d,38.94%,0.71%,-,,2024-11-16 05:45:15
359,Hasbulla's Monkey,5FLziC58d8fLFnPqitjbQLjsdf3hzkvugtkw7BPZpump,42.54%,3622.1%,7823.5%,301,55.7K,542.3K,191.7,1494,52min,22.26%,0%,-,,2024-11-16 05:45:15
360,Meme Room,FJAbG7DBWQcpguQN4wCYZBVBSpwPCKQhbsCdPN8Epump,150.1%,240.7%,535.6%,98,43.6K,306.2K,111.12,272,1h,22.36%,0.89%,-,https://t.me/MemeRoomSol,2024-11-16 05:45:15
361,Necronomicon,2ZY1Bh25YrXYmAX8HCytkEif6tymJcz11hbqJ5VKpump,25.16%,1999%,1999%,253,42.4K,129K,81.48,432,29min,19.01%,1.76%,-,,2024-11-16 05:45:15
